OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,ActivityLocation/SourceMapScaleNumeric,ActivityLocation/HorizontalAccuracyMeasure/MeasureValue,ActivityLocation/HorizontalAccuracyMeasure/MeasureUnitCode,ActivityLocation/HorizontalCollectionMethodName,ActivityLocation/HorizontalCoordinateReferenceSystemDatumName,AssemblageSampledName,CollectionDuration/MeasureValue,CollectionDuration/MeasureUnitCode,SamplingComponentName,SamplingComponentPlaceInSeriesNumeric,ReachLengthMeasure/MeasureValue,ReachLengthMeasure/MeasureUnitCode,ReachWidthMeasure/MeasureValue,ReachWidthMeasure/MeasureUnitCode,PassCount,NetTypeName,NetSurfaceAreaMeasure/MeasureValue,NetSurfaceAreaMeasure/MeasureUnitCode,NetMeshSizeMeasure/MeasureValue,NetMeshSizeMeasure/MeasureUnitCode,BoatSpeedMeasure/MeasureValue,BoatSpeedMeasure/MeasureUnitCode,CurrentSpeedMeasure/MeasureValue,CurrentSpeedMeasure/MeasureUnitCode,ToxicityTestType,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodQualifierTypeName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,SampleCollectionMethod/SampleCollectionEquipmentCommentText,SamplePreparationMethod/MethodIdentifier,SamplePreparationMethod/MethodIdentifierContext,SamplePreparationMethod/MethodName,SamplePreparationMethod/MethodQualifierTypeName,SamplePreparationMethod/MethodDescriptionText,SampleContainerTypeName,SampleContainerColorName,ChemicalPreservativeUsedName,ThermalPreservativeUsedName,SampleTransportStorageDescription,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassDescriptorCode,FrequencyClassDescriptorUnitCode,LowerClassBoundValue,UpperClassBoundValue,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationMethod/MethodIdentifier,LabSamplePreparationMethod/MethodIdentifierContext,LabSamplePreparationMethod/MethodName,LabSamplePreparationMethod/MethodQualifierTypeName,LabSamplePreparationMethod/MethodDescriptionText,PreparationStartDate,PreparationStartTime/Time,PreparationStartTime/TimeZoneCode,PreparationEndDate,PreparationEndTime/Time,PreparationEndTime/TimeZoneCode,SubstitutionDilutionFactorNumeric,ProviderName
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Molybdenum,Dissolved,0.257,ug/l,,Preliminary,,Actual,,,,,,,,,,,01060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.028,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Nickel,Dissolved,0.13,ug/l,,Preliminary,,Actual,,,,,,,,,,,01065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.12,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Silver,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.010,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Total dissolved solids,Dissolved,22,mg/l,,Preliminary,,Estimated,,,,,,,,,,,70301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Strontium,Dissolved,19.5,ug/l,,Preliminary,,Actual,,,,,,,,,,,01080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.40,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Vanadium,Dissolved,0.28,ug/l,,Preliminary,,Actual,,,,,,,,,,,01085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.16,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Zinc,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,2.8,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Antimony,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,01095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.054,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Aluminum,Dissolved,66.4,ug/l,,Preliminary,,Actual,,,,,,,,,,,01106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM43,USGS,"Metals, wf, ICP-MS",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,3.4,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Lithium,Dissolved,0.55,ug/l,,Preliminary,,Actual,,,,,,,,,,,01130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM40,USGS,"Metals, water, ICP-MS (NWQL)",,USGS OF 92-634,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,,Laboratory Reporting Level,0.44,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Selenium,Dissolved,0.02,ug/l,,Preliminary,,Estimated,,,,,,,,,,,01145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM10,USGS,"Elements, wf, cICP-MS",,USGS TMR 5-B1,"USGS-National Water Quality Lab, Denver, CO",2010-08-26,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.040,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Tritium,Total,24.9,pCi/L,,Preliminary,,Actual,,,,,0.86,,,,,,07000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSC04,USGS,"Tritium, LL, wu,enrich liq scint",,"Ostlund and Werner, 1962, tritium and deuterium","USGS Isotope Research Lab, Menlo Park, CA",2010-09-07,,,,,,,,Sample-specific critical level,0.35,pCi/L,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Uranium,Dissolved,0.1,ug/l,,Preliminary,,Actual,,,,,,,,,,,22703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,Lower Reporting Limit,0.0003,ug/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Uranium-234/uranium-238,Dissolved,1.1540,ratio,,Preliminary,,Actual,,,,,0.0015,,,,,,28013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Alkalinity,Dissolved,11,mg/l CaCO3,,Preliminary,,Actual,,,,,,,,,,,39086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Dissolved,0.25,mg/l,,Preliminary,,Actual,,,,,,,,,,,62854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CL063,USGS,"Nutrients, wf, FCC,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2010-08-03,,,,,,,,Laboratory Reporting Level,0.10,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",Total,0.10,mg/l,,Preliminary,,Estimated,,,,,,,,,,,62855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AKP01,USGS,"Nutrients, wu, WCA,persulfate,CF",,USGS WRI 03-4174,"USGS-National Water Quality Lab, Denver, CO",2010-08-03,,,,,,,below the reporting level but at or above the detection level,Laboratory Reporting Level,0.10,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Total dissolved solids,Dissolved,0.03,tons/ac ft,,Preliminary,,Estimated,,,,,,,,,,,70303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Ammonia and ammonium,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,71846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,Historical Lower Reporting Limit,0.026,mg/l NH4,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Nitrate,Dissolved,0.126,mg/l asNO3,,Preliminary,,Estimated,,,,,,,,,,,71851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Nitrite,Dissolved,0.005,mg/l asNO2,,Preliminary,,Estimated,,,,,,,,,,,71856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALGOR,USGS,Computation by NWIS algorithm,,"NWIS User's Manual, QW System, Section 3.6.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Bromide,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,71870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IC027,USGS,New ion chromatography method,,"USGS TWRI 5-A1/1989, p 523","USGS-National Water Quality Lab, Denver, CO",2010-08-16,,,,,,,,Estimated Detection Level,0.02,mg/l,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,Not Detected,,Mercury,Dissolved,,,,Preliminary,,Actual,,,,,,,,,,,71890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV014,USGS,"Mercury, wf, CV-AFS",,USGS WRI 01-4132,"USGS-National Water Quality Lab, Denver, CO",2010-07-27,,,,,,,,Laboratory Reporting Level,0.010,ug/l,,,,,,,,,,2010-07-26,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Strontium-87/Strontium-86, ratio",Dissolved,0.71228,ratio,,Preliminary,,Actual,,,,,0.00002,,,,,,75978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Carbon-13/Carbon-12 ratio,Total,-7.5,per mil,,Preliminary,,Actual,,,,,0.2,,,,,,82081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Deuterium/Hydrogen ratio,Total,-112.5,per mil,,Preliminary,,Actual,,,,,0.75,,,,,,82082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000444,Sample-Routine,Water,Surface Water,2010-07-20,09:00:00,PDT,,,,,,,,,,,,,,USGS-385928114144201,L-2089801 Updated UC from MI per Thomas.  KB 10/27/10,,"Stable, normal stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Oxygen-18/Oxygen-16 ratio,Total,-15.77,per mil,,Preliminary,,Actual,,,,,0.075,,,,,,82085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"USGS Yucca Mountain Project Branch Lab, Denver, CO",,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, water",,11.7,deg C,,Preliminary,,Actual,,,,,,,,,,,00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,"Temperature, air",,26.0,deg C,,Preliminary,,Actual,,,,,,,,,,,00020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Barometric pressure,,591,mm/Hg,,Preliminary,,Actual,,,,,,,,,,,00025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
USGS-NV,USGS Nevada Water Science Center,nwisnv.01.01000793,Sample-Routine,Water,Surface Water,2010-09-28,13:27:00,PDT,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-385928114144201,,,"Stable, low stage",Routine sample,,,,,,,,,,,,,,,,,,,,,,,,,,,,USGS,USGS,USGS,,,Unknown,,,,,,,,,,,,,,,Specific conductance,Total,36,uS/cm @25C,,Preliminary,,Actual,,,25 deg C,,,,,,,,00095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWIS
